facility_id,common_name,address,city,zip_code,block_lot,owned_leased,dept_id,department_name,gross_sq_ft,longitude,latitude,geom,supervisor_district,city_tenants
,,,,,,,,,,,,,,
844,Harding Golf Cart House,99 Harding Rd,San Francisco,94132,7283004,Own,49,Recreation And Parks,4920,-122.493607,37.72378591,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.723785905', 'longitude': '-122.49360696500003'}",7,
,,,,,,,,,,,,,,
2014,Pier 80 - Office Bldg #2,271 Cesar Chavez St,San Francisco,94124,4304002,Own,46,Port,1406,-122.3813956,37.74894018,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.74894017600002', 'longitude': '-122.38139561499997'}",10,
,,,,,,,,,,,,,,
161,Bandshell-Spreckels Temple of Music,50 Hagiwara Tea Garden Dr,San Francisco,94117,1263011,Own,49,Recreation And Parks,,-122.4685445,37.76988406,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.769884058', 'longitude': '-122.46854445899999'}",1,
,,,,,,,,,,,,,,
1864,Wharf J-11,Hyde St Pier,San Francisco,94109,7001,Own,46,Port,7000,-122.42,37.8084,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.808400000000006', 'longitude': '-122.420000001'}",,
,,,,,,,,,,,,,,
168,Bay View Bathrooms,5701 03rd St,San Francisco,94124,5420001,Own,49,Recreation And Parks,500,-122.3930332,37.72555868,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.72555868400002', 'longitude': '-122.393033162'}",10,
,,,,,,,,,,,,,,
614,Dr Martin Luther King Middle,350 Girard St,San Francisco,94134,5983004,Own,16,School District (Sfusd),,-122.4054678,37.72770299,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.727702987999976', 'longitude': '-122.405467762'}",9,
,,,,,,,,,,,,,,
1416,Rooftop Alternative (5-8 Mayeda Campus),500 Corbett Ave,San Francisco,94114,2718002,Own,16,School District (Sfusd),21000,-122.4444896,37.7574083,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.75740830400002', 'longitude': '-122.44448963000002'}",8,
,,,,,,,,,,,,,,
1349,Wholesale Produce Market - Public Dock 3a Middle,1999 Jerrold Ave,San Francisco,94124,5284A005,Own,63,Gsa - Real Estate Division,2600,-122.3963494,37.74273097,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.742730971000015', 'longitude': '-122.396349434'}",10,
,,,,,,,,,,,,,,
1123,Mission Education Center Elementary,1670 Noe St,San Francisco,94131,6640001,Own,16,School District (Sfusd),27000,-122.4314358,37.7422041,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.74220409999998', 'longitude': '-122.43143584199998'}",8,
,,,,,,,,,,,,,,
3180,SE AERATION BLDG 200,1700 Jerrold Ave,San Francisco,94124,5304005,Own,47,Public Utilities Commission,,-122.3905667,37.74277058,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.74277058299998', 'longitude': '-122.39056668699999'}",10,
,,,,,,,,,,,,,,
939,Jerry Garcia Amphitheatre,61 John F Shelley Dr,San Francisco,94134,6190066,Own,49,Recreation And Parks,,-122.4188142,37.71817543,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.71817542500003', 'longitude': '-122.41881424500002'}",10,
,,,,,,,,,,,,,,
1768,The Windsor Hotel,238 Eddy St,San Francisco,94102,332005,Lease,9,Non-City,,-122.4116798,37.78434157,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.78434157200002', 'longitude': '-122.41167980900002'}",6,Public Health: Mayor
,,,,,,,,,,,,,,
1843,Waterbar Restaurant,399 The Embarcadero,San Francisco,94105,3743002,Own,46,Port,9000,-122.3890836,37.79050017,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.79050016999997', 'longitude': '-122.38908360200003'}",6,
,,,,,,,,,,,,,,
1635,St Mary's Square Performance Space,633 California St,San Francisco,94108,258003,Own,49,Recreation And Parks,,-122.4049117,37.79181809,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.791818087000024', 'longitude': '-122.40491172499998'}",3,
,,,,,,,,,,,,,,
1940,Pier 49 - Fishermans Memorial Chapel,Pier 49,San Francisco,94133,9900501,Own,46,Port,1002,-122.4165647,37.80889917,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.80889916799998', 'longitude': '-122.41656471499999'}",3,
,,,,,,,,,,,,,,
480,CHURCH SUBSTATION,2120 Market St,San Francisco,94114,,Own,42,Municipal Transportation Agency,2976,-122.4293188,37.76719725,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76719724700001', 'longitude': '-122.42931878399997'}",8,
,,,,,,,,,,,,,,
1999,"Pier 70 - SWL 349 - Brass Foundry, Bldg. #115",420 22nd St,San Francisco,94107,4052001,Own,46,Port,17400,-122.3830009,37.76039202,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76039202099997', 'longitude': '-122.38300091999997'}",10,
,,,,,,,,,,,,,,
764,Galileo High,1150 Francisco St,San Francisco,94109,454001,Own,16,School District (Sfusd),242400,-122.4244793,37.80374835,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.80374834600002', 'longitude': '-122.42447926900002'}",2,
,,,,,,,,,,,,,,
613,Dr George Washington Carver Elementary,1360 Oakdale Ave,San Francisco,94124,4715003,Own,16,School District (Sfusd),45500,-122.3855704,37.73184271,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.73184271000002', 'longitude': '-122.38557042000002'}",10,
,,,,,,,,,,,,,,
1348,Wholesale Produce Market - Public Dock 2 Middle,2002 Jerrold Ave,San Francisco,94124,5284A005,Own,63,Gsa - Real Estate Division,5200,-122.3973647,37.74329527,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.743295269999976', 'longitude': '-122.397364703'}",10,
,,,,,,,,,,,,,,
3014,Rossi Community Pool,600 Arguello Blvd,San Francisco,94118,1140A001,Own,49,Recreation And Parks,12900,-122.4582044,37.77906082,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.77906082499999', 'longitude': '-122.45820436999998'}",1,
,,,,,,,,,,,,,,
1939,Pier 49 - Fishermans Grotto No. 9 (Wharf J-1),2847 Taylor St,San Francisco,94133,9900501,Own,46,Port,18796,-122.4161404,37.80893013,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.808930127999986', 'longitude': '-122.41614036700003'}",3,
,,,,,,,,,,,,,,
1443,San Miguel CDC,300 Seneca Ave,San Francisco,94112,6962001,Own,16,School District (Sfusd),52545,-122.444858,37.72149133,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.72149133400001', 'longitude': '-122.444858017'}",11,
,,,,,,,,,,,,,,
1334,Potrero Rec Center Maintenance Bldg,801 Arkansas St,San Francisco,94107,4163001,Own,49,Recreation And Parks,,-122.3970035,37.75616453,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.75616452899999', 'longitude': '-122.397003525'}",10,
,,,,,,,,,,,,,,
1116,Mission Bay Stormwater PS #4,880 Mission Bay Dr,San Francisco,94158,8709003,Own,47,Public Utilities Commission,,-122.3971841,37.77038681,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.770386814999995', 'longitude': '-122.397184132'}",6,
,,,,,,,,,,,,,,
623,Dutch Windmill Pump Station,John F Kennedy Dr & Great Hwy,San Francisco,94117,1263011,Own,49,Recreation And Parks,426,-122.4810267,37.76906878,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76906878199998', 'longitude': '-122.48102672099998'}",1,
,,,,,,,,,,,,,,
878,HSA Investigations Headquarters,160 South Van Ness Ave,San Francisco,94103,3514042,Lease,9,Non-City,,-122.4183572,37.77101453,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.77101453400002', 'longitude': '-122.41835719599999'}",6,Human Services Agency
,,,,,,,,,,,,,,
3099,POOL HOUSE LOG CABIN,500 Log Cabin Ranch Rd,La Honda,94020,,Own,21,Juvenile Probation,,-122.256459,37.30479053,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.30479052599998', 'longitude': '-122.25645900699999'}",,
,,,,,,,,,,,,,,
950,Jose Ortega Elementary,400 Sargent St,San Francisco,94132,7073050,Own,16,School District (Sfusd),35180,-122.4662941,37.71637899,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.716378991', 'longitude': '-122.46629406199997'}",11,
,,,,,,,,,,,,,,
390,Castro - 18th Parking Lot,457 Castro St,San Francisco,94114,3582087,Own,42,Municipal Transportation Agency,8433,-122.4346072,37.7617199,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76171990300003', 'longitude': '-122.43460719199999'}",8,
,,,,,,,,,,,,,,
536,CORP. YARD MAIN OFFICE/SHOP*,501 Stanyan St,San Francisco,94117,1263011,Own,49,Recreation And Parks,1275,-122.4810267,37.76906878,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76906878199998', 'longitude': '-122.48102672099998'}",1,
,,,,,,,,,,,,,,
855,Western Addition Community Technology Center,1003 Turk St,San Francisco,94102,759001,Own,49,Recreation And Parks,4500,-122.425606,37.78113933,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.78113933200001', 'longitude': '-122.425605996'}",5,
,,,,,,,,,,,,,,
773,Gateway Middle,1512 Golden Gate Ave,San Francisco,94115,753026,Own,16,School District (Sfusd),,-122.4359272,37.77934657,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.779346573', 'longitude': '-122.43592717899998'}",5,
,,,,,,,,,,,,,,
3269,Palo Alto/Marview Comm Facility,Palo Alto Ave and Marview Way,San Francisco,94114,2719C011,Own,38,Fire Department,,-122.4497724,37.75666164,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.756661638000026', 'longitude': '-122.44977236300002'}",7,
,,,,,,,,,,,,,,
1890,Zaida T Rodriguez Early Education,421 Bartlett St,San Francisco,94110,6529004,Own,16,School District (Sfusd),1800,-122.4191712,37.75014827,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.750148267999975', 'longitude': '-122.41917117999998'}",9,
,,,,,,,,,,,,,,
1841,Water Plant,32560 Mather Rd,Groveland,95321,,Own,49,Recreation And Parks,,-119.8561358,37.88126999,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.88126998500002', 'longitude': '-119.85613576899999'}",,
,,,,,,,,,,,,,,
3313,Park Merced Pump Station,Vidal Dr and Garces Dr,San Francisco,94132,7333002,Own,47,Public Utilities Commission,,-122.484829,37.71637293,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.71637293200001', 'longitude': '-122.48482898200001'}",7,
,,,,,,,,,,,,,,
1733,SWL 345 - SF Boat Works Storage/The Ramp,835 Terry A Francois Blvd,San Francisco,94158,3941001,Own,46,Port,6400,-122.3868734,37.76420773,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.764207725000006', 'longitude': '-122.38687337200003'}",10,
,,,,,,,,,,,,,,
887,HUNTINGTON PARK: RESTROOM,California St & Taylor St,San Francisco,94108,245002,Own,49,Recreation And Parks,308,-122.4122872,37.79206494,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.79206493999999', 'longitude': '-122.412287236'}",3,
,,,,,,,,,,,,,,
3243,Lady Shaw Senior Center,1483 Mason St,San Francisco,94133,158078,Own,103,Mayor,12615,-122.4121288,37.7970919,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.79709189599998', 'longitude': '-122.41212878200002'}",3,
,,,,,,,,,,,,,,
795,GGP -- Shakespeare Garden,Martin Luther King Jr Dr & Nancy Pelosi Dr,San Francisco,94105,1263011,Own,49,Recreation And Parks,,-122.4810267,37.76906878,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76906878199998', 'longitude': '-122.48102672099998'}",1,
,,,,,,,,,,,,,,
1480,ZSFGH Garage,2500 24th St,San Francisco,94110,4213001,Own,42,Municipal Transportation Agency,480000,-122.404917,37.75329661,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.753296612999975', 'longitude': '-122.40491703700002'}",10,
,,,,,,,,,,,,,,
2052,Mothers Meadow Bathroom,Martin Luther King Dr & 19th Ave,San Francisco,94117,1263011,Own,49,Recreation And Parks,,-122.4810267,37.76906878,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76906878199998', 'longitude': '-122.48102672099998'}",1,
,,,,,,,,,,,,,,
1357,PUC SSIP Offices,544 Golden Gate Ave,San Francisco,94102,763005,Lease,9,Non-City,,-122.4195227,37.78141008,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.78141007800002', 'longitude': '-122.41952274800002'}",6,Public Utilities Commission
,,,,,,,,,,,,,,
1178,Murphy Windmill Pump Station,Martin Luther King Dr & Lincoln Way,San Francisco,94117,1263011,Own,49,Recreation And Parks,500,-122.4810267,37.76906878,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76906878199998', 'longitude': '-122.48102672099998'}",1,
,,,,,,,,,,,,,,
1456,Scott NRV Facility,1849 Harrison St,San Francisco,94112,3925002,Own,42,Municipal Transportation Agency,116144,-122.4129376,37.76759395,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.767593949', 'longitude': '-122.41293762200002'}",9,
,,,,,,,,,,,,,,
307,Cabin #33,32560 Mather Rd,Groveland,95321,,Own,49,Recreation And Parks,,-119.8537377,37.88083037,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.88083036699999', 'longitude': '-119.85373773100002'}",,
,,,,,,,,,,,,,,
731,Fire Station #7 - Division 3 Headquarters,2300 Folsom St,San Francisco,94110,3594059,Own,38,Fire Department,16488,-122.4150418,37.7602554,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76025539699998', 'longitude': '-122.41504182'}",9,
,,,,,,,,,,,,,,
473,Chlorination Station,28th Ave & Pacheco St,San Francisco,94116,2107001,Own,47,Public Utilities Commission,,-122.4856427,37.7501047,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.75010469699998', 'longitude': '-122.48564268899997'}",4,
,,,,,,,,,,,,,,
1916,Pier 39 - Retail Shops,2 Beach St,San Francisco,94133,9900501,Own,46,Port,261972,-122.4103528,37.8100073,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.810007298000016', 'longitude': '-122.41035284899999'}",3,
,,,,,,,,,,,,,,
1302,Pine Lake Park Clubhouse,200 Crestlake Dr,San Francisco,94116,2500A001,Own,49,Recreation And Parks,1242,-122.487231,37.73606457,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.73606456900001', 'longitude': '-122.48723097800001'}",4,
,,,,,,,,,,,,,,
719,Fire Station #38,2150 California St,San Francisco,94115,638016,Own,38,Fire Department,13400,-122.4298802,37.78971868,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.78971867500002', 'longitude': '-122.42988021399998'}",2,
,,,,,,,,,,,,,,
1996,"Pier 70 - SWL 349 - Beth Street Washroom & Locker, Bldg. #24",420 22nd St,San Francisco,94107,4052001,Own,46,Port,3432,-122.3830009,37.76039202,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76039202099997', 'longitude': '-122.38300091999997'}",10,
,,,,,,,,,,,,,,
3088,Pier 50 - Shed A,Pier 50,San Francisco,94158,9900501,Own,46,Port,,-122.3862662,37.7741137,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.77411369999999', 'longitude': '-122.38626622700002'}",6,
,,,,,,,,,,,,,,
308,Cabin #34,32560 Mather Rd,Groveland,95321,,Own,49,Recreation And Parks,,-119.8537377,37.88083037,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.88083036699999', 'longitude': '-119.85373773100002'}",,
